flowID,dstPort,fwd flags,bwd flags,fwd time delta,bwd time delta,fwd window size,bwd window size,fwd Packet Flow Rate/s,bwd Packet Flow Rate/s,min fwd packet length,max fwd packet length,min bwd packet length,max bwd packet length,fwd meanDelta,bwd meanDelta,fwd varianceDelta,bwd varianceDelta,fwd stdDevDelta,bwd stdDevDelta,fwd variancePayloadSize,bwd variancePayloadSize,Fwd Packet Bytes/s,Bwd Packet Bytes/s,protocol,fwd payload size,bwd payload size,fwd packetCount,bwd packetCount,packetCount,total fwd byteCount,total bwd byteCount,fwd flowDuration,bwd flowDuration,fwd meanByteSize,fwd stDevByteSize,fwd varianceByteSize,bwd meanByteSize,bwd stDevByteSize,bwd varianceByteSize,rtt,SYN-Flag count,ACK-Flag count,RST-Flag count,PSH-Flag count,FIN-Flag count,URG-Flag count,CWR-Flag count,ECE-Flag count,Label
139.162.192.40 57615 149.102.157.168 6000 TCP,6000,0x0002,0x0014,0,0.000010259,1024,0,0,97541.9534883721,0,60,0,54,0,0,0,0,0,0,0,0,0,5267265.48837209,TCP,0,0,1,1,2,60,54,0,1.02519989013672E-05,60,0,0,54,0,0,0,1,0,0,0,0,0,0,0,0
139.162.192.40 57615 149.102.157.168 990 TCP,990,0x0002,0x0014,0,0.000019346,1024,0,0,51150.0487804878,0,60,0,54,0,0,0,0,0,0,0,0,0,2762102.63414634,TCP,0,0,1,1,2,60,54,0,1.95503234863281E-05,60,0,0,54,0,0,0,1,0,0,0,0,0,0,0,0
139.162.192.40 57615 149.102.157.168 49155 TCP,49155,0x0002,0x0014,0,0.000004569,1024,0,0,220752.842105263,0,60,0,54,0,0,0,0,0,0,0,0,0,11920653.4736842,TCP,0,0,1,1,2,60,54,0,4.52995300292969E-06,60,0,0,54,0,0,0,1,0,0,0,0,0,0,0,0
139.162.192.40 57615 149.102.157.168 427 TCP,427,0x0002,0x0014,0,0.000013976,1024,0,0,71089.8983050847,0,60,0,54,0,0,0,0,0,0,0,0,0,3838854.50847458,TCP,0,0,1,1,2,60,54,0,1.40666961669922E-05,60,0,0,54,0,0,0,1,0,0,0,0,0,0,0,0
139.162.192.40 57615 149.102.157.168 515 TCP,515,0x0002,0x0014,0,0.000016239,1024,0,0,61680.9411764706,0,60,0,54,0,0,0,0,0,0,0,0,0,3330770.82352941,TCP,0,0,1,1,2,60,54,0,1.62124633789062E-05,60,0,0,54,0,0,0,1,0,0,0,0,0,0,0,0
139.162.192.40 57615 149.102.157.168 5060 TCP,5060,0x0002,0x0014,0,0.000024846,1024,0,0,40329.8461538462,0,60,0,54,0,0,0,0,0,0,0,0,0,2177811.69230769,TCP,0,0,1,1,2,60,54,0,2.47955322265625E-05,60,0,0,54,0,0,0,1,0,0,0,0,0,0,0,0
139.162.192.40 57615 149.102.157.168 2001 TCP,2001,0x0002,0x0014,0,0.000027821,1024,0,0,36157.7931034483,0,60,0,54,0,0,0,0,0,0,0,0,0,1952520.82758621,TCP,0,0,1,1,2,60,54,0,2.76565551757812E-05,60,0,0,54,0,0,0,1,0,0,0,0,0,0,0,0
139.162.192.40 57615 149.102.157.168 106 TCP,106,0x0002,0x0014,0,0.000030997,1024,0,0,32263.8769230769,0,60,0,54,0,0,0,0,0,0,0,0,0,1742249.35384615,TCP,0,0,1,1,2,60,54,0,3.09944152832031E-05,60,0,0,54,0,0,0,1,0,0,0,0,0,0,0,0
139.162.192.40 57615 149.102.157.168 49156 TCP,49156,0x0002,0x0014,0,0.000036828,1024,0,0,27060.0258064516,0,60,0,54,0,0,0,0,0,0,0,0,0,1461241.39354839,TCP,0,0,1,1,2,60,54,0,3.69548797607422E-05,60,0,0,54,0,0,0,1,0,0,0,0,0,0,0,0
139.162.192.40 57615 149.102.157.168 873 TCP,873,0x0002,0x0014,0,0.000039273,1024,0,0,25420.0242424242,0,60,0,54,0,0,0,0,0,0,0,0,0,1372681.30909091,TCP,0,0,1,1,2,60,54,0,3.93390655517578E-05,60,0,0,54,0,0,0,1,0,0,0,0,0,0,0,0
139.162.192.40 57615 149.102.157.168 49152 TCP,49152,0x0002,0x0014,0,0.000041938,1024,0,0,23967.4514285714,0,60,0,54,0,0,0,0,0,0,0,0,0,1294242.37714286,TCP,0,0,1,1,2,60,54,0,4.17232513427734E-05,60,0,0,54,0,0,0,1,0,0,0,0,0,0,0,0
139.162.192.40 57615 149.102.157.168 1026 TCP,1026,0x0002,0x0014,0,0.000002695,1024,0,0,349525.333333333,0,60,0,54,0,0,0,0,0,0,0,0,0,18874368,TCP,0,0,1,1,2,60,54,0,2.86102294921875E-06,60,0,0,54,0,0,0,1,0,0,0,0,0,0,0,0
139.162.192.40 57615 149.102.157.168 8443 TCP,8443,0x0002,0x0014,0,0.000003626,1024,0,0,279620.266666667,0,60,0,54,0,0,0,0,0,0,0,0,0,15099494.4,TCP,0,0,1,1,2,60,54,0,3.57627868652344E-06,60,0,0,54,0,0,0,1,0,0,0,0,0,0,0,0
139.162.192.40 57615 149.102.157.168 7070 TCP,7070,0x0002,0x0014,0,0.000011822,1024,0,0,83886.08,0,60,0,54,0,0,0,0,0,0,0,0,0,4529848.32,TCP,0,0,1,1,2,60,54,0,1.19209289550781E-05,60,0,0,54,0,0,0,1,0,0,0,0,0,0,0,0
139.162.192.40 57615 149.102.157.168 8008 TCP,8008,0x0002,0x0014,0,0.000020248,1024,0,0,49344.7529411765,0,60,0,54,0,0,0,0,0,0,0,0,0,2664616.65882353,TCP,0,0,1,1,2,60,54,0,2.02655792236328E-05,60,0,0,54,0,0,0,1,0,0,0,0,0,0,0,0
139.162.192.40 57615 149.102.157.168 2000 TCP,2000,0x0002,0x0014,0,0.000023103,1024,0,0,43240.2474226804,0,60,0,54,0,0,0,0,0,0,0,0,0,2334973.36082474,TCP,0,0,1,1,2,60,54,0,2.31266021728516E-05,60,0,0,54,0,0,0,1,0,0,0,0,0,0,0,0
139.162.192.40 57615 149.102.157.168 7 TCP,7,0x0002,0x0014,0,0.000003547,1024,0,0,279620.266666667,0,60,0,54,0,0,0,0,0,0,0,0,0,15099494.4,TCP,0,0,1,1,2,60,54,0,3.57627868652344E-06,60,0,0,54,0,0,0,1,0,0,0,0,0,0,0,0
139.162.192.40 57615 149.102.157.168 9999 TCP,9999,0x0002,0x0014,0,0.000010891,1024,0,0,91180.5217391304,0,60,0,54,0,0,0,0,0,0,0,0,0,4923748.17391304,TCP,0,0,1,1,2,60,54,0,1.09672546386719E-05,60,0,0,54,0,0,0,1,0,0,0,0,0,0,0,0
139.162.192.40 57615 149.102.157.168 26 TCP,26,0x0002,0x0014,0,0.000011361,1024,0,0,87381.3333333333,0,60,0,54,0,0,0,0,0,0,0,0,0,4718592,TCP,0,0,1,1,2,60,54,0,1.1444091796875E-05,60,0,0,54,0,0,0,1,0,0,0,0,0,0,0,0
139.162.192.40 57615 149.102.157.168 6646 TCP,6646,0x0002,0x0014,0,0.000009637,1024,0,0,104857.6,0,60,0,54,0,0,0,0,0,0,0,0,0,5662310.4,TCP,0,0,1,1,2,60,54,0,9.5367431640625E-06,60,0,0,54,0,0,0,1,0,0,0,0,0,0,0,0
139.162.192.40 57615 149.102.157.168 9 TCP,9,0x0002,0x0014,0,0.000017612,1024,0,0,56679.7837837838,0,60,0,54,0,0,0,0,0,0,0,0,0,3060708.32432432,TCP,0,0,1,1,2,60,54,0,1.76429748535156E-05,60,0,0,54,0,0,0,1,0,0,0,0,0,0,0,0
139.162.192.40 57615 149.102.157.168 119 TCP,119,0x0002,0x0014,0,0.000003216,1024,0,0,322638.769230769,0,60,0,54,0,0,0,0,0,0,0,0,0,17422493.5384615,TCP,0,0,1,1,2,60,54,0,3.09944152832031E-06,60,0,0,54,0,0,0,1,0,0,0,0,0,0,0,0
139.162.192.40 57615 149.102.157.168 179 TCP,179,0x0002,0x0014,0,0.000011342,1024,0,0,89240.5106382979,0,60,0,54,0,0,0,0,0,0,0,0,0,4818987.57446809,TCP,0,0,1,1,2,60,54,0,1.12056732177734E-05,60,0,0,54,0,0,0,1,0,0,0,0,0,0,0,0
139.162.192.40 48518 149.102.157.168 80 TCP,80,0x0010,0x0012,0.004283173,0.000093995,29312,65160,456.920747317392,10645.4416243655,0,74,0,74,0,0,0,0,0,0,0,0,31984.4523122174,787762.680203046,TCP,0,0,2,1,3,140,74,0.00437712669372559,9.39369201660156E-05,70,0,0,74,0,0,9.39369201660156E-05,1,1,0,0,0,0,0,0,0
139.162.192.40 46832 149.102.157.168 3306 TCP,3306,0x0011,0x0010,0.000762992,0.000028422,29312,65280,6.56208970355397,4.45390426392726,0,74,0,151,0.00246372475,0.07325211375,5.04336457230821E-06,0.0214492383829318,0.00210070083561884,0.146455585017888,0,1806.25,446.22209984167,397.510955555508,TCP,0,85,4,4,8,272,357,0.609561920166016,0.898088455200195,68,0,0,89.25,41.339045304248,1708.91666666667,1.40666961669922E-05,1,2,0,0,0,0,0,0,0
139.162.192.40 41826 149.102.157.168 443 TCP,443,0x0010,0x0012,0.004626543,0.000028032,29312,65160,429.678225682528,35544.9491525424,0,74,0,74,0,0,0,0,0,0,0,0,30077.475797777,2630326.23728814,TCP,0,0,2,1,3,140,74,0.00465464591979981,2.81333923339844E-05,70,0,0,74,0,0,2.81333923339844E-05,1,1,0,0,0,0,0,0,0
139.162.192.40 59202 149.102.157.168 8000 TCP,8000,0x0010,0x0012,0.004468919,0.000012794,29312,65160,446.250026598574,77672.2962962963,0,74,0,74,0,0,0,0,0,0,0,0,31237.5018619002,5747749.92592593,TCP,0,0,2,1,3,140,74,0.00448179244995117,1.28746032714844E-05,70,0,0,74,0,0,1.28746032714844E-05,1,1,0,0,0,0,0,0,0
139.162.192.40 59290 149.102.157.168 8000 TCP,8000,0x0004,0x0018,0.005244185,0.007714979,0,509,154.330015637936,129.617849748138,0,66,0,461,0,0,0,0,0,0,0,0,9722.79098518995,59753.8287338917,TCP,0,395,2,1,3,126,461,0.0129592418670654,0.00771498680114746,63,0,0,461,0,0,0,0,0,0,0,0,0,0,0,0
139.162.192.40 59430 149.102.157.168 8000 TCP,8000,0x0014,0x0019,0.007907008,0.000005921,153728,65152,17.0377798322607,19.6504834961645,0,88,0,10802,0.000698214621621622,0.00330383986666667,2.75655321438599E-06,0.000157646784782463,0.00164903077450746,0.0125557470818133,13.0810810810811,9511088.26666667,1143.8336514415,89386.1193273531,TCP,22,56498,37,15,52,2484,68232,2.17164444923401,0.763339996337891,67.1351351351351,4.12618429367822,17.0253968253968,4548.8,3378.35714935106,11413297.0285714,0.000154733657836914,1,34,0,0,0,0,0,0,0
139.162.192.40 59434 149.102.157.168 8000 TCP,8000,0x0011,0x0010,0.003195025,0.000031869,30336,65152,126.239398043642,128.907165292863,0,88,0,430,0.0025463262,0.0007357932,5.17931555640685E-06,1.9274037815457E-06,0.0021590238536816,0.00138830968502914,96.8,26499.2,9089.23665914221,18098.566007118,TCP,22,364,5,5,10,360,702,0.0396072864532471,0.0387876033782959,72,11,121,140.4,161.928379229831,26220.8,8.63075256347656E-05,1,2,0,0,0,0,0,0,0
139.162.192.40 59436 149.102.157.168 8000 TCP,8000,0x0018,0x0010,0.000000811,0.000133539,29312,65152,319.91538696227,407.075653904013,0,110,0,74,0.001532954,0.0001118535,5.6368919031896E-06,9.405218205E-10,0.00216735089898352,3.06679282068418E-05,645.333333333333,0,26659.6155801892,28495.2957732809,TCP,44,0,3,2,5,250,140,0.00937747955322266,0.0049130916595459,83.3333333333333,31.1126983722081,968,70,5.65685424949238,32,9.03606414794922E-05,1,1,0,0,0,0,0,0,0
139.162.192.40 59460 149.102.157.168 8000 TCP,8000,0x0004,0x0011,0.00000006,0.000025788,0,509,283.69283491906,1323.75067066435,0,66,0,432,0.001506348,0.000384126,5.4455854018176E-06,2.56812244488E-07,0.00213025534498754,0.00050676645951365,0,66978,17588.9557649817,329613.916995424,TCP,0,366,3,2,5,186,498,0.0105748176574707,0.0015108585357666,62,0,0,249,258.801081914276,66978,0,0,0,0,0,0,0,0,0,0
139.162.192.40 59472 149.102.157.168 8000 TCP,8000,0x0018,0x0010,0.000165319,0.000010018,29312,65152,293.314809203012,381.265703117898,0,80,0,74,0.001719168,0.0000245755,6.4330502437256E-06,4.238416125E-10,0.00231535638792491,2.05874139342463E-05,65.3333333333333,0,21509.7526748875,26688.5992182529,TCP,14,0,3,2,5,220,140,0.0102279186248779,0.00524568557739258,73.3333333333333,9.89949493661167,98,70,5.65685424949238,32,3.91006469726562E-05,1,1,0,0,0,0,0,0,0
139.162.192.40 59496 149.102.157.168 8000 TCP,8000,0x0004,0x0011,0.000264834,0.000041397,0,508,264.141570627873,1026.63174642027,0,66,0,430,0.00160545566666667,0.000497397,5.22165040189947E-06,0.000000415872,0.00208599504671421,0.000644881384442131,0,66248,16376.7773789281,254604.673112226,TCP,0,364,3,2,5,186,496,0.0113575458526611,0.00194811820983887,62,0,0,248,257.386868351903,66248,0,0,0,0,0,0,0,0,0,0
139.162.192.40 59598 149.102.157.168 8000 TCP,8000,0x0011,0x0010,0.001383448,0.000059301,30336,65152,149.43472591368,163.632902108269,0,75,0,432,0.0021715292,0.0003628586,5.15860384176596E-06,3.799881591703E-07,0.00215470263785734,0.000616431796040973,16.2,26791.2,10370.7699784094,23039.5126168443,TCP,9,366,5,5,10,347,704,0.0334594249725342,0.0305562019348145,69.4,4.5,20.25,140.8,162.822602853535,26511.2,0.000109434127807617,1,2,0,0,0,0,0,0,0
139.162.192.40 59600 149.102.157.168 8000 TCP,8000,0x0011,0x0010,0.001420327,0.000049392,30336,65152,152.924979582312,169.028378912075,0,117,0,477,0.0021749358,0.0002912328,4.89154425036996E-06,3.216967002767E-07,0.00209818727127322,0.000567183127637538,520.2,33784.2,11897.5634115039,25320.4511610288,TCP,51,411,5,5,10,389,749,0.0326957702636719,0.02958083152771,77.8,25.5,650.25,149.8,182.943160571802,33468.2,2.02655792236328E-05,1,2,0,0,0,0,0,0,0
139.162.192.40 59602 149.102.157.168 8000 TCP,8000,0x0004,0x0011,0.000092132,0.000076863,0,65152,0.398836301450972,0.399084180558611,0,80,0,429,0.835234729,0.0005629095,3.78812659816068,9.6232583886567E-07,1.86345093352288,0.000980982078768856,32.6666666666667,32942.25,26.9879230648491,63.3546136636795,TCP,14,363,6,4,10,406,635,15.0437660217285,10.0229480266571,67.6666666666667,8.17312669668102,66.8,158.75,180.20613197114,32474.25,5.88893890380859E-05,1,1,0,0,0,0,0,0,0
139.162.192.40 59722 149.102.157.168 8000 TCP,8000,0x0011,0x0010,0.012207032,0.000068127,30336,65024,80.8992786328743,69.5296067900007,0,289,0,429,0.0035112184,0.002924497,2.44803632007212E-05,1.98556796762185E-05,0.00469386055189639,0.00445597123826204,9945.8,26353.8,9076.89906260849,9748.05087195809,TCP,223,363,5,5,10,561,701,0.0618052482604981,0.0719118118286133,112.2,111.5,12432.25,140.2,161.481268263536,26076.2,5.48362731933594E-05,1,2,0,0,0,0,0,0,0
139.162.192.40 59724 149.102.157.168 8000 TCP,8000,0x0018,0x0010,0.000000421,0.000077966,29312,65152,316.193290614399,403.589511667068,0,82,0,74,0.00153687466666667,0.000105792,5.66720826212987E-06,1.548572552E-09,0.00217317131210931,3.93519065865937E-05,85.3333333333333,0,23398.3035054655,28251.2658166947,TCP,16,0,3,2,5,222,140,0.00948786735534668,0.00495553016662598,74,11.3137084989848,128,70,5.65685424949238,32,0.000133514404296875,1,1,0,0,0,0,0,0,0
139.162.192.40 59764 149.102.157.168 8000 TCP,8000,0x0018,0x0010,0.000116337,0.000025428,29312,65152,120.024724331337,157.140063316037,0,89,0,74,0.00413638966666667,0.0000859455,3.99192377817091E-05,7.3247356125E-09,0.00576767123584186,8.55846692609138E-05,176.333333333333,0,9161.88729062536,10999.8044321226,TCP,23,0,3,2,5,229,140,0.0249948501586914,0.0127274990081787,76.3333333333333,16.2634559672906,264.5,70,5.65685424949238,32,0.000146389007568359,1,1,0,0,0,0,0,0,0
139.162.192.40 59744 149.102.157.168 8000 TCP,8000,0x0004,0x0011,0.000000621,0.000104405,0,509,101.374539771034,102.728550784981,0,66,0,440,0.00167010266666667,0.0048932605,6.69169418879547E-06,4.58662739997605E-05,0.0023614427420533,0.00677246439634499,0,69938,6285.22146580408,25990.3233486003,TCP,0,374,3,2,5,186,506,0.0295932292938232,0.0194687843322754,62,0,0,253,264.457936163769,69938,0,0,0,0,0,0,0,0,0,0
139.162.192.40 59912 149.102.157.168 8000 TCP,8000,0x0004,0x0011,0.000175478,0.000049282,0,65280,0.398850024574475,0.399112642972586,0,74,0,434,0.835356581333333,0.0002764605,3.79004468059871,1.7155727349233E-07,1.86392264428601,0.00041419472895286,8.16666666666667,33856,26.5235266342026,63.8580228756137,TCP,7,368,6,4,10,399,640,15.0432484149933,10.022233247757,66.5,5.3851648071345,29,160,182.70559195967,33381.3333333333,7.46250152587891E-05,1,1,0,0,0,0,0,0,0
139.162.192.40 59834 149.102.157.168 8000 TCP,8000,0x0004,0x0011,0.000000151,0.000030066,0,509,280.968917470525,1417.47347076715,0,66,0,578,0.001539446,0.0003602165,5.6871876916088E-06,2.179987053005E-07,0.00217699863948985,0.000466903314724259,0,131072,17420.0728831726,456426.457587023,TCP,0,512,3,2,5,186,644,0.0106773376464844,0.00141096115112305,62,0,0,322,362.038671967512,131072,0,0,0,0,0,0,0,0,0,0
139.162.192.40 59932 149.102.157.168 8000 TCP,8000,0x0018,0x0010,0.000058811,0.000007373,29312,65024,354.718010881515,465.904359900028,0,241,0,74,0.00141028866666667,0.000017287,4.57710371470427E-06,1.96574792E-10,0.00195301128916012,1.40205132573669E-05,10208.3333333333,0,45049.1873819525,32613.3051930019,TCP,175,0,3,2,5,381,140,0.00845742225646973,0.00429272651672363,127,123.743686707646,15312.5,70,5.65685424949238,32,2.71797180175781E-05,1,1,0,0,0,0,0,0,0
139.162.192.40 59952 149.102.157.168 8000 TCP,8000,0x0004,0x0011,0.002676478,0.003423871,0,509,158.722841717544,221.31778487191,0,66,0,517,0.001519462,0.003115136,1.5115271586464E-06,1.9063460045E-07,0.00112232168540872,0.000436617224179258,0,101700.5,9840.81618648771,64514.1342901617,TCP,0,451,3,2,5,186,583,0.0189008712768555,0.00903677940368652,62,0,0,291.5,318.905158315133,101700.5,0,0,0,0,0,0,0,0,0,0
139.162.192.40 59966 149.102.157.168 8000 TCP,8000,0x0018,0x0010,0.000000632,0.00012898,29312,65152,274.095715250397,343.767232194082,0,118,0,74,0.001752273,0.000172566,7.3664480715224E-06,3.799478792E-09,0.00247764136352876,6.16399123295937E-05,901.333333333333,0,23572.2315115342,24063.7062535858,TCP,52,0,3,2,5,258,140,0.0109450817108154,0.00581789016723633,86,36.7695526217005,1352,70,5.65685424949238,32,0.000216007232666016,1,1,0,0,0,0,0,0,0
139.162.192.40 60176 149.102.157.168 8000 TCP,8000,0x0004,0x0011,0.000000822,0.000066404,0,65152,0.398832136028225,0.399094328965673,0,114,0,571,0.835387855166667,0.0002940255,3.790330021548,2.3058942256967E-07,1.86399280750195,0.0004801972746379,384,63756.25,29.2476899754032,77.524073401582,TCP,48,505,6,4,10,440,777,15.0439231395721,10.022693157196,73.3333333333333,23.004347415217,529.2,194.25,251.194977391401,63098.9166666667,8.32080841064453E-05,1,1,0,0,0,0,0,0,0
139.162.192.40 60156 149.102.157.168 8000 TCP,8000,0x0004,0x0011,0.000000761,0.000030256,0,509,251.306411024566,1048.31392151962,0,66,0,493,0.00166670666666667,0.0004845175,6.66394306074747E-06,4.127070207645E-07,0.00235654108471637,0.000642422774163946,0,91164.5,15580.9974835231,293003.741064734,TCP,0,427,3,2,5,186,559,0.0119376182556152,0.0019078254699707,62,0,0,279.5,301.934595566656,91164.5,0,0,0,0,0,0,0,0,0,0
139.162.192.40 39318 149.102.157.168 80 TCP,80,0x0004,0x0012,0.004440347,0.000150641,0,65160,435.636061487329,6636.55696202532,0,74,0,74,0,0,0,0,0,0,0,0,29187.616119651,491105.215189873,TCP,0,0,2,1,3,134,74,0.00459098815917969,0.000150680541992188,67,0,0,74,0,0,0.000150680541992188,1,0,0,0,0,0,0,0,0
139.162.192.40 39319 149.102.157.168 80 TCP,80,0x0004,0x0012,0.00548359,0.000093545,0,65160,358.610123119015,10699.7551020408,0,74,0,74,0,0,0,0,0,0,0,0,24026.878248974,791781.87755102,TCP,0,0,2,1,3,134,74,0.00557708740234375,9.34600830078125E-05,67,0,0,74,0,0,9.34600830078125E-05,1,0,0,0,0,0,0,0,0
139.162.192.40 39320 149.102.157.168 80 TCP,80,0x0004,0x0012,0.004435908,0.000077434,0,65160,443.114890919656,12905.5507692308,0,74,0,74,0,0,0,0,0,0,0,0,29688.6976916169,955010.756923077,TCP,0,0,2,1,3,134,74,0.00451350212097168,7.74860382080078E-05,67,0,0,74,0,0,7.74860382080078E-05,1,0,0,0,0,0,0,0,0
139.162.192.40 39321 149.102.157.168 80 TCP,80,0x0004,0x0012,0.004362561,0.000070813,0,65160,451.121699381554,14122.2356902357,0,70,0,74,0,0,0,0,0,0,0,0,29322.910459801,1045045.44107744,TCP,0,0,2,1,3,130,74,0.00443339347839356,7.08103179931641E-05,65,0,0,74,0,0,7.08103179931641E-05,1,0,0,0,0,0,0,0,0
139.162.192.40 39322 149.102.157.168 80 TCP,80,0x0004,0x0012,0.005063577,0.000083126,0,65160,388.595358317506,12052.5977011494,0,74,0,74,0,0,0,0,0,0,0,0,26035.8890072729,891892.229885058,TCP,0,0,2,1,3,134,74,0.00514674186706543,8.29696655273438E-05,67,0,0,74,0,0,8.29696655273438E-05,1,0,0,0,0,0,0,0,0
139.162.192.40 39323 149.102.157.168 80 TCP,80,0x0004,0x0012,0.00484422,0.000101389,0,65160,404.387196297725,9868.95058823529,0,70,0,70,0,0,0,0,0,0,0,0,26285.1677593521,690826.541176471,TCP,0,0,2,1,3,130,70,0.00494575500488281,0.000101327896118164,65,0,0,70,0,0,0.000101327896118164,1,0,0,0,0,0,0,0,0
139.162.192.40 39499 149.102.157.168 33318 UDP,33318,0,0,0,0,0,0,0,0,0,342,0,0,0,0,0,0,0,0,0,0,0,0,UDP,300,0,1,0,1,342,0,0,0,342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139.162.192.40 39330 149.102.157.168 80 TCP,80,0x0004,0x0052,0.00470001,0.000060925,0,64240,420.081526365867,16448.2509803922,0,66,0,66,0,0,0,0,0,0,0,0,26465.1361610496,1085584.56470588,TCP,0,0,2,1,3,126,66,0.0047609806060791,6.07967376708984E-05,63,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0
139.162.192.40 39334 149.102.157.168 80 TCP,80,0x0010,0x0004,0,0.000071242,1024,0,0,14027.7725752508,0,74,0,54,0,0,0,0,0,0,0,0,0,757499.719063545,TCP,0,0,1,1,2,74,54,0,7.12871551513672E-05,74,0,0,54,0,0,0,0,1,0,0,0,0,0,0,0
139.162.192.40 39335 149.102.157.168 7 TCP,7,0x0002,0x0014,0,0.000050394,31337,0,0,19878.2180094787,0,74,0,54,0,0,0,0,0,0,0,0,0,1073423.77251185,TCP,0,0,1,1,2,74,54,0,5.03063201904297E-05,74,0,0,54,0,0,0,1,0,0,0,0,0,0,0,0
139.162.192.40 39336 149.102.157.168 7 TCP,7,0x0010,0x0004,0,0.00006447,32768,0,0,15534.4592592593,0,74,0,54,0,0,0,0,0,0,0,0,0,838860.8,TCP,0,0,1,1,2,74,54,0,6.43730163574219E-05,74,0,0,54,0,0,0,0,1,0,0,0,0,0,0,0
